5.32971 0
5.42533 0.0956258
5.38702 0.067199
5.418 0.0567236
5.4578 0.0592856
5.39951 0.0757716
5.39894 0.0640412
5.4234 0.0606152
5.42901 0.0537514
5.40202 0.0551325
5.4405 0.0629848
5.43582 0.0576868
5.44796 0.0544352
5.44438 0.0505241
5.4311 0.048874
5.42071 0.046883
5.42551 0.0442991
5.42728 0.0418032
5.4422 0.0422626
5.44634 0.0403069
5.43903 0.0390294
5.43668 0.0372874
5.44282 0.036154
5.44923 0.0352036
5.44553 0.0339676
5.44906 0.032825
5.44352 0.0320683
5.45079 0.0317463
5.44842 0.0307237
5.44524 0.0298523
5.44636 0.0288952
5.45481 0.0292256
5.44367 0.0304369
5.44912 0.0300268
5.44565 0.0293624
5.43553 0.0302752
5.43932 0.0296885
5.44312 0.0291444
5.43614 0.0292316
5.43345 0.0286187
5.439 0.0284587
5.42999 0.0291986
5.42816 0.0285701
5.42522 0.0280676
5.41987 0.027952
5.41892 0.0273542
5.41953 0.0267728
5.4165 0.0263842
5.41912 0.0259727
5.41708 0.0255296
5.41881 0.0250833
5.41478 0.0249232
5.41895 0.0248008
5.41987 0.0243549
5.42031 0.0239119
5.41611 0.0238534
5.41269 0.0236799
5.41248 0.023269
5.42169 0.0246558
5.4238 0.0243325
5.4251 0.0239657
5.42497 0.0235764
5.42823 0.0234272
5.43009 0.0231332
5.43209 0.022862
5.42746 0.0229841
5.43106 0.0229234
5.42821 0.022764
5.42771 0.0224372
5.42925 0.0221678
5.42794 0.0218926
5.43094 0.0217938
5.43168 0.021506
5.42891 0.0213936
5.42947 0.0211139
5.42594 0.0211318
5.42439 0.0209129
5.42706 0.020815
5.4264 0.0205604
5.42315 0.0205599
5.42387 0.020317
5.42656 0.020247
5.42975 0.0202543
5.42831 0.0200631
5.4249 0.0201164
5.41944 0.020617
5.42003 0.0203871
5.4227 0.0203306
5.42022 0.0202533
5.42069 0.0200325
5.41688 0.020174
5.41444 0.0201019
5.41496 0.0198912
5.41859 0.0200104
5.41738 0.0198352
5.41982 0.0197778
5.42101 0.0196093
5.42243 0.0194599
5.42387 0.0193159
5.42259 0.0191644
5.42407 0.0190317
5.42489 0.0188619
5.42498 0.0186781
5.42184 0.0187617
5.42135 0.0185887
5.41831 0.0186618
5.41849 0.0184874
5.41765 0.0183347
5.41791 0.0181677
5.41668 0.0180438
5.41834 0.0179567
5.41848 0.0177963
5.41993 0.0176971
5.42162 0.0176222
5.42325 0.0175445
5.42162 0.0174684
5.42135 0.0173206
5.42373 0.0173361
5.42451 0.0172075
5.42578 0.0171107
5.42618 0.0169734
5.42797 0.0169294
5.42757 0.016796
5.42885 0.0167094
5.42625 0.0167792
5.42705 0.0166649
5.42747 0.0165384
5.42532 0.0165484
5.42684 0.0164897
5.42678 0.0163625
5.426 0.0162558
5.42608 0.0161324
5.42984 0.016447
5.42949 0.0163276
5.43201 0.0164
5.43094 0.0163141
5.43045 0.0162018
5.43279 0.0162525
5.43249 0.0161378
5.43381 0.0160769
5.43355 0.0159646
5.43178 0.0159499
5.43201 0.0158397
5.43285 0.0157514
5.43245 0.0156473
5.43414 0.0156316
5.43244 0.0156181
5.43328 0.015535
5.433 0.015433
5.43404 0.0153655
5.43518 0.0153054
5.43512 0.0152045
5.43424 0.0151305
5.43475 0.0150406
5.43693 0.0151023
5.43615 0.0150256
5.4359 0.0149317
5.43524 0.0148518
5.43442 0.0147809
5.43331 0.01473
5.43266 0.0146526
5.43172 0.0145922
5.42919 0.0147208
5.42883 0.0146351
5.42914 0.0145492
5.42908 0.0144614
5.4302 0.0144185
5.4299 0.0143356
5.43071 0.0142733
5.43199 0.0142466
5.43321 0.014216
5.43451 0.0141929
5.43292 0.0142003
5.43259 0.0141222
5.43418 0.0141303
5.43349 0.0140667
5.43571 0.0141622
5.43588 0.0140835
5.43689 0.0140411
5.43851 0.0140564
5.43832 0.0139798
5.43757 0.013923
5.43739 0.0138478
5.43844 0.0138117
5.43925 0.0137609
5.43848 0.0137082
5.43799 0.0136435
5.4392 0.0136247
5.43844 0.013574
5.4378 0.0135176
5.43729 0.0134561
5.43832 0.0134257
5.43878 0.0133638
5.43916 0.0133002
5.4407 0.0133213
5.44052 0.0132543
5.44203 0.0132728
5.44286 0.0132314
5.44396 0.0132104
5.44367 0.0131473
