32	100
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 7 20 13 18 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 2 4 26 24 27 17 5 15 19 31 8 30 6 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 20 18 13 9 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 7 13 20 18 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 23 14 1 22 29 28 16 3 10 30 4 26 24 20 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 20 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 8 31 19 15 5 26 24 27 17 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 7 20 13 18 9 11 12 25 26 24 27 17 5 15 19 31 8 3 2 21 4 30 10 6 16 28 29 22 23 1 14 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 10 3 16 28 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 20 18 13 9 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 7 20 13 18 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 20 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 9 11 12 25 21 2 6 8 31 19 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 9 11 12 25 21 24 27 17 5 15 19 31 8 6 2 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 8 31 19 15 5 26 24 27 17 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 2 6 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 31 28 16 3 10 30 4 26 24 27 17 5 15 19 29 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 30 4 26 24 27 17 14 1 23 22 29 28 16 3 10 5 15 19 31 8 6 2 7 20 13 18 9 21 25 12 11 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
0 14 1 23 22 29 28 16 3 10 30 4 26 24 27 17 5 15 19 31 8 6 2 21 25 12 11 9 18 13 20 7 
