32 60
0 26 30 15 2 22 31 18 16 28 11 24 29 27 6 7 23 14 13 3 12 20 25 19 17 1 5 9 21 4 8 10 
0 8 11 26 22 12 29 25 21 15 1 31 23 4 7 3 20 19 13 18 14 24 17 6 27 10 28 2 30 16 9 5 
0 9 6 31 16 26 11 27 22 20 29 21 23 12 1 10 24 5 14 7 13 3 17 25 2 28 30 15 4 19 8 18 
0 30 12 20 24 9 19 14 1 16 13 27 26 5 11 4 17 28 15 7 22 25 18 23 3 29 8 31 10 6 21 2 
0 22 28 5 11 4 13 29 21 19 3 7 6 30 24 1 16 9 10 27 18 23 8 15 2 12 25 31 20 26 14 17 
0 23 4 26 19 3 28 15 25 16 14 1 11 24 31 5 12 20 9 2 27 13 22 17 18 10 6 8 29 21 7 30 
0 20 13 26 5 18 23 1 11 3 25 17 8 19 15 16 30 28 12 7 31 9 29 4 6 22 21 27 14 2 10 24 
0 13 26 10 28 8 9 18 14 20 6 16 31 4 27 3 7 21 24 30 2 5 15 29 19 12 22 17 11 23 25 1 
0 12 11 4 30 16 15 23 21 1 27 2 25 19 5 24 8 28 20 22 26 7 18 3 29 31 10 6 14 13 9 17 
0 31 19 29 23 12 2 7 25 22 18 5 9 15 4 30 11 26 3 20 14 10 13 6 8 21 24 27 28 16 17 1 
0 3 19 9 20 12 6 18 31 24 8 2 14 11 16 7 13 26 28 15 10 29 17 22 27 30 21 4 25 5 23 1 
0 8 2 3 18 10 21 31 19 13 23 1 5 26 28 4 29 14 11 15 30 12 24 27 25 9 20 6 16 22 7 17 
0 20 6 7 14 18 22 19 9 17 24 11 2 1 21 13 10 30 15 8 16 12 5 31 27 23 29 4 3 28 26 25 
0 15 13 9 25 24 2 8 19 12 18 27 14 23 20 1 31 5 7 10 4 29 11 30 3 26 28 16 17 22 6 21 
0 29 30 2 18 27 21 20 6 24 8 28 31 22 15 10 19 17 3 12 14 1 5 26 9 23 4 16 11 13 7 25 
0 13 10 23 18 27 5 21 16 1 7 6 24 28 20 15 22 9 8 30 4 12 14 25 19 29 11 17 31 2 3 26 
0 23 13 29 4 22 24 31 2 17 20 8 7 6 1 28 25 15 18 10 14 9 3 12 26 19 30 16 5 21 11 27 
0 11 3 9 10 23 18 4 1 31 28 24 7 27 21 30 14 29 6 25 8 20 26 5 15 12 2 13 22 19 17 16 
0 4 2 13 28 19 16 17 25 23 20 24 26 6 5 7 1 21 31 8 12 9 3 22 27 14 30 15 18 11 10 29 
0 14 21 15 20 9 27 4 8 23 18 22 19 5 3 7 16 10 24 25 2 1 6 17 31 28 13 30 26 11 29 12 
0 3 20 28 13 21 31 30 12 9 17 6 25 15 5 8 16 2 19 7 14 1 24 23 18 11 29 22 10 4 27 26 
0 6 2 28 14 9 25 5 7 23 10 4 27 30 19 29 24 20 31 13 8 12 15 21 26 18 3 16 11 1 22 17 
0 5 8 21 17 16 4 24 28 25 20 26 30 31 10 3 18 27 14 9 6 29 15 23 19 13 11 7 2 1 22 12 
0 30 15 9 14 24 27 11 16 13 25 5 4 28 17 23 19 1 26 20 21 22 8 12 3 10 7 31 29 2 6 18 
0 29 18 13 31 2 10 3 16 26 8 30 9 11 12 15 20 6 21 5 1 23 25 28 17 4 22 27 19 14 24 7 
