1.27965 1.8011 0.949449 0.956787 
2.32255 0.0377206 1.32419 1.06318 
0.0295036 1.41078 0.815664 1.0627 
0.0459376 1.34204 0.581999 0.877287 
1.50273 0.155606 0.87539 0.933509 
1.31883 1.38983 0.867574 1.08693 
0.344885 1.48278 0.736752 0.975764 
2.33919 0.684717 1.70269 1.08079 
0.292045 0.927095 0.513275 0.927999 
0.0191658 2.13654 1.20088 0.957708 
1.07581 1.40373 1.17882 0.986025 
1.70385 0.860586 1.088 1.01752 
2.7338 0.861756 2.12405 1.0913 
0.231766 0.550587 1.45632 0.94495 
0.542242 0.40166 0.536357 0.990601 
0.827193 0.490357 0.841265 0.93871 
1.00811 0.540068 0.767546 0.958542 
0.846085 1.07052 0.768736 1.08703 
3.60916 0.552711 0.684256 0.827604 
0.663922 0.256334 1.18647 0.877534 
2.57819 1.06718 1.17979 0.963085 
0.229266 0.939338 0.849506 0.967994 
1.71952 0.651768 1.31453 1.08156 
0.00165387 0.931847 1.17163 0.838285 
1.58273 0.786814 0.925577 1.0168 
0.140781 1.12432 0.670739 1.0555 
0.472969 1.21251 0.828073 1.03356 
0.628205 1.07559 1.46925 1.15495 
0.540075 0.672923 1.26266 0.883924 
0.263245 0.252522 0.955293 1.01174 
0.871395 0.23929 0.9478 0.949635 
0.10932 0.0791871 0.645273 1.28767 
0.670633 0.254834 0.943206 0.947982 
0.409503 1.59517 0.701995 1.00037 
0.69697 1.51527 0.870193 1.15132 
1.44408 1.49057 0.449378 0.858265 
0.14124 2.43038 1.63214 0.985686 
0.964181 1.38596 0.807777 1.05109 
0.120535 1.86889 0.895121 0.915114 
0.392134 1.33767 0.879986 0.898526 
1.39494 0.182245 1.06319 1.10289 
0.739418 1.04743 0.977001 0.983035 
1.19434 0.738328 0.887687 0.934074 
0.684334 0.545613 1.18443 1.00454 
0.184829 0.0527618 1.20733 0.856152 
1.11871 1.88835 1.22169 1.05071 
1.03882 0.380209 0.514314 0.991094 
0.824872 1.02777 0.828227 0.994109 
0.51698 1.89376 0.525774 1.24483 
1.05665 0.814293 0.925461 1.03193 
1.60881 0.502706 1.19188 1.08607 
0.639843 1.30666 1.17451 0.896859 
0.0407642 1.2984 1.42083 1.09326 
2.38426 2.16449 0.586289 0.974831 
2.03892 0.621842 1.292 0.826876 
0.112262 0.0730805 0.823287 0.881457 
0.724611 0.682255 1.10206 0.965239 
0.621236 0.935208 1.54647 0.981089 
0.290908 3.47856 1.07969 1.10843 
0.214136 0.270917 0.652228 1.02499 
0.288562 1.0066 1.11045 0.996473 
0.190018 2.75653 0.788384 1.12666 
0.026685 1.67558 0.80077 1.07996 
0.131689 3.09462 0.721387 0.949907 
0.490618 2.08692 0.703546 0.862833 
0.0190497 0.335786 1.35828 1.05837 
1.05765 0.981769 0.788972 1.13602 
2.1327 0.0625254 0.914502 1.15691 
0.106017 1.99761 1.41301 0.78919 
2.92453 3.9039 1.15834 1.22442 
1.08472 0.286666 1.82615 1.01574 
1.89642 0.490643 1.07904 1.18012 
0.00871295 0.52421 0.891065 1.07189 
4.85204 0.594635 1.10225 0.969978 
0.178818 0.785632 0.899435 0.981668 
2.5931 0.454444 0.916895 1.0566 
3.2112 0.969838 1.24195 0.955519 
0.526578 0.680945 0.715688 0.867241 
0.697174 1.04129 1.21936 1.065 
1.97816 1.05981 0.916058 1.042 
0.272746 0.76206 0.946708 1.00616 
0.0917442 0.625509 1.04525 1.08722 
1.89742 0.326772 1.05161 0.869113 
0.197437 1.08136 1.09138 1.00603 
1.17208 1.04203 1.40953 0.883373 
0.304579 0.137628 0.668811 0.893077 
0.607104 1.55382 0.770666 1.06092 
0.484123 0.630997 1.10779 0.991206 
0.0257475 0.736041 0.686526 0.977263 
0.079776 0.785196 0.501707 1.11316 
3.53582 0.767007 0.874096 1.06407 
0.240873 0.719997 0.98059 0.942213 
0.117202 0.665817 1.19961 1.05067 
0.643217 0.648236 0.708566 1.04702 
0.978723 0.620223 1.43562 0.912678 
1.07682 2.05087 1.25456 1.04162 
