2.68437 1.07512 1.22737 0.000485563 
-0.534122 -1.62128 0.147043 0.939233 
-1.49054 6.50729 0.262707 -3.16243 
-1.75202 0.0500148 -0.496629 -0.320429 
12.326 0.125693 0.498128 2.91044 
0.68856 -0.0159775 0.906152 1.60913 
-0.336526 0.474004 -2.6103 2.1192 
0.436556 0.947862 3.05714 -0.269457 
-1.05945 -0.9768 -0.0261446 0.0248551 
1.31084 0.306124 -2.96061 -0.143757 
-0.153493 1.75769 7.44023 3.01029 
0.121538 5.35771 0.224361 0.348516 
0.176568 0.335508 -1.47292 -0.681958 
0.771441 -5.34763 0.797329 2.24374 
0.569462 -0.789738 -0.695974 -0.921893 
1.32626 -1.27784 6.29924 0.123149 
0.497397 -0.240174 -0.936273 -11.2305 
-2.451 0.454257 -1.54901 2.05761 
0.417107 -1.03483 -0.0743885 3.20401 
0.195141 -0.384553 -0.640253 -1.01891 
1.13794 -0.635123 -4.88483 0.958836 
2.37743 0.825573 -0.526889 -0.13685 
-0.35177 1.69122 0.810657 -0.155673 
11.0672 0.176253 -0.0401881 0.756273 
0.653977 0.432718 -0.659099 0.354025 
0.0170384 -0.00680161 3.11366 -0.57972 
-3.82062 1.84409 2.03787 -0.0531409 
-6.87465 -0.507662 0.61547 -2.15051 
-0.232731 3.59239 0.158303 0.227181 
-1.34675 -0.391254 -32.2492 -0.416099 
-1.09629 -1.44319 0.293448 -0.19797 
-1.45939 1.48652 -7.49453 -1.22424 
0.228983 -9.25991 1.0424 -0.257747 
-0.709331 -1.43959 1.41028 -7.3438 
0.646188 -2.39531 0.233458 0.242956 
0.262326 -0.685878 -1.52049 -0.532076 
1.63575 0.350353 0.106271 2.95213 
-3.70542 10.4426 2.61229 -1.69603 
-0.444436 1.90874 -1.29737 -2.23809 
-0.324669 3.26988 1.40994 -2.6246 
-0.191182 1.3682 -4.15475 -1.00504 
-1.07906 -0.17268 -7.85086 2.10869 
1.08037 -0.69043 -6.30692 -0.201261 
0.570774 -3.1365 -1.02344 -1.78706 
2.1054 2.50069 -2.92876 -4.73269 
1.27704 1.55236 -0.209546 1.26843 
-0.210205 -0.763909 -0.388077 -3.63159 
0.562712 0.0569304 0.690794 1.11732 
0.187499 -17.0771 0.0540649 0.510797 
0.677937 1.42864 51.2219 -0.165921 
-0.554227 2.58068 0.0237498 -0.0669342 
0.540624 -0.0780228 -0.511218 -2.37099 
4.33136 1.51014 -0.58953 -0.539422 
-0.643177 33.8717 -5.94215 2.29355 
-0.730335 -0.683386 0.0888169 -1.43623 
-0.284989 -0.681582 -1.52423 -0.0551024 
-0.978851 -0.0168402 -1.06914 1.62782 
8.16363 1.46539 -4.30132 1.55643 
-0.535879 0.0397186 26.6464 13.283 
-0.246629 0.315118 3.26992 -0.671639 
-2.82416 1.29148 4.11122 -0.0151486 
-0.0622132 -3.2301 4.51938 0.671698 
-0.697293 1.757 0.895559 -1.6927 
3.67033 -6.20344 -0.4466 -1.70708 
-0.420448 -0.979542 0.953134 0.630652 
-18.0994 1.47473 1.64674 0.0696533 
-1.96101 0.377915 1.62815 0.593749 
-0.918164 0.33605 3.01864 -1.2622 
-0.640186 1.80289 2.77791 0.60814 
-4.15044 -0.0049464 2.08791 0.506281 
-1.04682 0.364741 -0.734796 3.49174 
-0.324938 -1.47705 -1.20606 1.63916 
-2.25832 -0.899068 0.521099 -0.18432 
2.95903 -0.904517 -0.482664 -4.29221 
0.117458 -0.563979 0.984255 -1.02883 
20.7677 24.8774 -2.98131 -2.22507 
-0.645836 -0.210341 1.15949 -2.37364 
4.46331 3.52074 -0.364976 -1.20478 
3.41918 -0.12616 0.709136 -0.859 
3.12058 3.43453 -0.298746 -0.202615 
2.51998 2.75601 -0.33476 0.0916353 
0.216414 -1.62497 0.10912 0.490292 
-0.509515 -6.01355 -3.42731 -6.02753 
0.164155 0.395868 -0.382943 -0.928266 
-0.813838 -0.194717 5.10203 0.561675 
-0.567022 -2.25048 0.406231 1.32845 
-0.949544 0.0495762 0.12784 -0.28223 
-5.32346 -0.0047061 -0.883389 -0.40391 
4.80322 1.74855 -0.214484 1.3729 
0.198166 -7.28801 -0.253783 0.161215 
0.318413 -0.476901 -3.028 -0.788327 
2.78631 -0.664124 2.0931 0.44961 
-0.172214 1.3958 -0.755806 -0.30527 
-1.35561 -1.186 1.22489 -1.43037 
-0.226944 0.55928 -1.51991 -0.563918 
0.340805 0.331701 -1.07904 -0.0730159 
-32.1497 -1.12985 -0.184385 -0.422482 
-2.00448 0.597026 -0.859214 -1.0247 
-0.0296633 -0.399986 2.35422 1.16735 
2.88694 -2.60016 0.316573 -0.0233028 
1.30269 -41.7043 -3.98476 -1.56542 
3.85867 19.3024 -0.298558 0.138323 
0.680233 -1.87112 -0.0544251 1.26549 
-0.836279 -0.53337 0.730214 0.790989 
4.00134 0.382161 -15.5296 0.467729 
-0.981063 0.871953 -0.915326 3.1669 
67.1874 3.73429 0.209866 0.262622 
0.556072 -0.170376 -2.05735 -0.38074 
-1.54875 0.640949 52.0853 2.56816 
0.18198 -7.71126 -0.0824038 -3.1092 
-0.825198 1.18345 -1.38361 -2.90252 
-0.537966 -3.76287 1.81826 -11.8925 
-0.680848 -0.906265 0.538992 -0.313942 
0.647168 0.169985 1.10006 -0.753292 
3.33365 7.36899 -3.25696 1.69765 
-0.402867 -1.38368 2.57807 -0.964668 
-0.221443 1.30916 -1.42801 1.73964 
0.30088 0.299926 0.959883 -0.77979 
-0.159492 -2.93253 -0.290193 -4.43823 
0.789729 2.50618 2.84868 -0.065752 
2.79516 -0.235122 -1.34657 -1.00976 
-0.212201 0.36784 -0.0967759 -0.296313 
-2.57851 3.32384 -0.56929 1.99421 
-3.8817 -6.02195 1.20154 -0.277471 
1.52337 -0.730104 -1.36518 0.819881 
1.99062 -0.0546901 0.173993 -6.30792 
0.375912 0.886447 -1.10447 -2.70024 
-12.7828 12.7116 -1.62163 1.15616 
-0.251431 1.34456 0.0380232 -24.7455 
-1.70765 0.680402 -2.12922 0.910058 
1.36682 8.80858 0.632381 -0.95301 
1.58265 0.347828 0.91568 -0.0975021 
-0.602949 0.679905 -3.80419 1.75924 
1.35878 2.92046 0.144423 -1.27535 
-0.096298 -2.56743 0.449372 0.995406 
0.768398 0.71261 -0.889027 -0.892395 
