3.13884 0
3.13911 0.000274875
3.1384 0.000724202
3.139 0.000787495
3.13885 0.000628277
3.13951 0.000833313
3.14024 0.00101267
3.14102 0.0011746
3.14122 0.00105493
3.14125 0.000944167
3.14162 0.000930912
3.14137 0.000885041
3.14154 0.000831735
3.14182 0.000817772
3.1419 0.000765989
3.14154 0.000803693
3.14173 0.000777718
3.14179 0.000736034
3.14176 0.000697022
3.14174 0.000661407
3.14155 0.000657992
3.14149 0.000630276
3.14151 0.00060246
3.14135 0.000597303
3.14123 0.000585028
3.1412 0.000563111
3.14122 0.000542135
3.14119 0.00052287
3.14109 0.000515531
3.14111 0.000498543
3.141 0.000495562
3.14102 0.000480508
3.14086 0.000493605
3.14099 0.000495768
3.14109 0.000493182
3.1411 0.000479323
3.14113 0.000467082
3.14117 0.000456957
3.14125 0.000450789
3.14127 0.00044005
3.14133 0.000432693
3.14131 0.000422407
3.14135 0.000413675
3.14128 0.00040931
3.1412 0.00040815
3.1411 0.000411806
3.14109 0.000403146
3.14123 0.000418677
3.1411 0.000428153
3.14114 0.000421243
3.14122 0.000420599
3.14122 0.000412432
3.1413 0.000413212
3.14132 0.000405936
3.14131 0.00039871
3.14136 0.000395238
3.1414 0.000389579
3.1414 0.00038287
3.14151 0.000389896
3.14154 0.000384592
3.14153 0.000378287
3.14149 0.000374247
3.14145 0.000370372
3.14148 0.000365684
3.14142 0.000365175
3.14142 0.000359606
3.14146 0.000356477
3.14145 0.000351227
3.14148 0.000347079
3.14144 0.000344481
3.14145 0.000339719
3.1415 0.000339877
3.14154 0.000337535
3.14155 0.00033303
3.14154 0.000328638
3.14159 0.00032812
3.14161 0.000324195
3.1416 0.000320321
3.1416 0.000316241
3.14155 0.000315488
3.14157 0.000312291
3.14152 0.000312215
3.1415 0.000309562
3.14145 0.000310178
3.14143 0.000306893
3.14144 0.00030353
3.1414 0.00030227
3.14147 0.000305575
3.14141 0.00030828
3.14144 0.000306802
3.14146 0.000303696
3.14146 0.000300388
3.14143 0.000298465
3.14139 0.000298
3.14141 0.000295895
3.14143 0.000293148
3.1414 0.000291662
3.14143 0.000290185
3.14139 0.000289629
3.14138 0.000286828
