0 2.54489 0.0675606
1 2.55096 0.0678246
2 2.5481 0.0677196
3 2.54647 0.0661546
4 2.54961 0.065938
5 2.55153 0.0663368
6 2.55539 0.0665807
7 2.55763 0.0676114
8 2.55889 0.0669171
9 2.55546 0.0679635
10 2.55562 0.0680088
11 2.55497 0.0670162
12 2.5506 0.0671058
13 2.55297 0.0663983
14 2.55527 0.0654806
15 2.5541 0.0658001
16 2.55442 0.0654604
17 2.55584 0.0659784
18 2.55623 0.0657533
19 2.55045 0.0662951
20 2.55366 0.0667332
21 2.55283 0.0671068
22 2.55027 0.0667745
23 2.54596 0.0663473
24 2.54633 0.0670795
25 2.54374 0.0673371
26 2.54458 0.0662636
27 2.53943 0.0662706
28 2.54344 0.0673378
29 2.54501 0.0672323
